Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,09-Aug-2024,28-Aug-2024,50635.50,50795.10,50479.05,50574.10,50580.00,50574.10,115309.00,875472.92,2898615.00,-150525.00,50484.50
BANKNIFTY,09-Aug-2024,25-Sep-2024,50813.85,51083.55,50780.00,50874.55,50864.00,50874.55,8420.00,64301.85,250710.00,-2820.00,50484.50
BANKNIFTY,09-Aug-2024,30-Oct-2024,51200.00,52000.00,51079.95,51149.75,51150.00,51149.75,2738.00,21028.21,47205.00,2025.00,50484.50
BANKNIFTY,12-Aug-2024,28-Aug-2024,50499.95,50998.00,50341.50,50721.00,50734.70,50721.00,160763.00,1222970.50,2814060.00,-84555.00,50577.95
BANKNIFTY,12-Aug-2024,25-Sep-2024,50750.00,51270.00,50627.25,51014.50,51051.10,51014.50,10403.00,79601.62,265980.00,15270.00,50577.95
BANKNIFTY,12-Aug-2024,30-Oct-2024,51100.00,51540.00,50946.00,51295.70,51323.50,51295.70,3090.00,23767.25,52500.00,5295.00,50577.95
BANKNIFTY,13-Aug-2024,28-Aug-2024,50600.00,50746.10,50005.70,50052.00,50088.00,50052.00,179534.00,1355539.36,3289785.00,475725.00,49831.85
BANKNIFTY,13-Aug-2024,25-Sep-2024,50990.00,51032.40,50341.15,50381.90,50399.90,50381.90,22592.00,171624.88,446880.00,180900.00,49831.85
BANKNIFTY,13-Aug-2024,30-Oct-2024,51255.10,51304.20,50641.00,50688.20,50699.10,50688.20,4579.00,34989.01,65655.00,13155.00,49831.85
BANKNIFTY,14-Aug-2024,28-Aug-2024,50099.00,50300.00,49865.90,49955.30,49960.00,49955.30,106347.00,797038.35,3387945.00,98160.00,49727.30
BANKNIFTY,14-Aug-2024,25-Sep-2024,50480.00,50480.00,50201.55,50280.65,50275.00,50280.65,12666.00,95548.61,516795.00,69915.00,49727.30
BANKNIFTY,14-Aug-2024,30-Oct-2024,50668.35,50701.00,50508.85,50590.85,50588.00,50590.85,2633.00,19980.70,73200.00,7545.00,49727.30
BANKNIFTY,16-Aug-2024,28-Aug-2024,50250.25,50977.00,49960.05,50624.40,50630.00,50624.40,206762.00,1563197.50,2950440.00,-437505.00,50516.90
BANKNIFTY,16-Aug-2024,25-Sep-2024,50600.00,51053.50,50310.00,50958.90,50948.35,50958.90,21600.00,164415.07,580800.00,64005.00,50516.90
BANKNIFTY,16-Aug-2024,30-Oct-2024,50900.00,51320.85,50620.00,51221.05,51217.45,51221.05,6090.00,46621.61,73170.00,-30.00,50516.90
BANKNIFTY,19-Aug-2024,28-Aug-2024,50705.55,50814.75,50427.00,50485.25,50496.00,50485.25,111455.00,845489.40,3032130.00,81690.00,50368.35
BANKNIFTY,19-Aug-2024,25-Sep-2024,51000.00,51130.00,50775.00,50820.35,50839.00,50820.35,17530.00,133854.00,691080.00,110280.00,50368.35
BANKNIFTY,19-Aug-2024,30-Oct-2024,51100.00,51399.95,51070.00,51130.60,51150.00,51130.60,2942.00,22595.51,73725.00,555.00,50368.35
BANKNIFTY,20-Aug-2024,28-Aug-2024,50554.95,51080.95,50506.20,50892.20,50868.00,50892.20,151374.00,1155292.42,2772450.00,-259680.00,50803.15
BANKNIFTY,20-Aug-2024,25-Sep-2024,50755.10,51400.00,50755.10,51206.05,51190.00,51206.05,25329.00,194623.21,638100.00,-52980.00,50803.15
BANKNIFTY,20-Aug-2024,30-Oct-2024,51198.00,51672.65,51154.05,51489.35,51465.00,51489.35,5129.00,39610.67,85485.00,11760.00,50803.15
BANKNIFTY,21-Aug-2024,28-Aug-2024,50832.00,50890.00,50463.00,50806.95,50840.00,50806.95,204077.00,1550997.52,2719905.00,-52545.00,50685.55
BANKNIFTY,21-Aug-2024,25-Sep-2024,51006.05,51217.40,50800.50,51110.40,51140.00,51110.40,37799.00,289136.50,763095.00,124995.00,50685.55
BANKNIFTY,21-Aug-2024,30-Oct-2024,51549.95,51549.95,51119.00,51412.65,51426.25,51412.65,5709.00,43935.73,87255.00,1770.00,50685.55
BANKNIFTY,22-Aug-2024,28-Aug-2024,50955.60,51142.45,50851.05,51037.05,51035.00,51037.05,113971.00,872278.00,2642490.00,-77415.00,-
BANKNIFTY,22-Aug-2024,25-Sep-2024,51200.05,51400.00,51151.00,51318.10,51319.00,51318.10,27216.00,209430.02,693345.00,-69750.00,-
BANKNIFTY,22-Aug-2024,30-Oct-2024,51507.90,51689.70,51456.00,51608.60,51600.00,51608.60,3612.00,27954.98,95895.00,8640.00,-
BANKNIFTY,23-Aug-2024,28-Aug-2024,51049.95,51154.45,50889.00,50966.35,50980.00,50966.35,89771.00,686865.37,2427120.00,-215370.00,50933.45
BANKNIFTY,23-Aug-2024,25-Sep-2024,51350.00,51416.75,51181.00,51239.10,51245.00,51239.10,20458.00,157381.21,777315.00,83970.00,50933.45
BANKNIFTY,23-Aug-2024,30-Oct-2024,51608.60,51706.95,51485.20,51556.25,51565.00,51556.25,2336.00,18075.65,100860.00,4965.00,50933.45
BANKNIFTY,26-Aug-2024,28-Aug-2024,51148.00,51378.50,51020.00,51219.15,51212.00,51219.15,118471.00,910753.41,2215305.00,-211815.00,51148.10
BANKNIFTY,26-Aug-2024,25-Sep-2024,51390.00,51590.95,51330.15,51475.65,51489.65,51475.65,48627.00,375647.63,1025055.00,247740.00,51148.10
BANKNIFTY,26-Aug-2024,30-Oct-2024,51666.20,51879.95,51642.00,51784.80,51785.00,51784.80,3731.00,28983.09,108975.00,8115.00,51148.10
BANKNIFTY,27-Aug-2024,28-Aug-2024,51247.70,51388.55,50931.50,51256.20,51213.00,51256.20,147583.00,1133569.79,1674495.00,-540810.00,51278.75
BANKNIFTY,27-Aug-2024,25-Sep-2024,51481.30,51645.05,51250.00,51536.35,51505.00,51536.35,85544.00,660659.89,1356300.00,331245.00,51278.75
BANKNIFTY,27-Aug-2024,30-Oct-2024,51750.05,51925.00,51564.40,51831.50,51812.00,51831.50,5082.00,39477.62,120750.00,11775.00,51278.75
BANKNIFTY,28-Aug-2024,28-Aug-2024,51421.00,51421.00,51065.00,51148.00,51143.70,51143.85,129101.00,990787.44,1133745.00,-540750.00,51143.85
BANKNIFTY,28-Aug-2024,25-Sep-2024,51500.05,51559.05,51392.00,51428.80,51406.95,51428.80,118524.00,915112.93,2235120.00,878820.00,51143.85
BANKNIFTY,28-Aug-2024,30-Oct-2024,51839.00,51860.00,51717.00,51741.35,51730.90,51741.35,5209.00,40455.28,146775.00,26025.00,51143.85
BANKNIFTY,29-Aug-2024,25-Sep-2024,51395.15,51670.00,51311.60,51490.75,51500.00,51490.75,133160.00,1028668.36,2396130.00,161010.00,51152.75
BANKNIFTY,29-Aug-2024,30-Oct-2024,51680.00,51955.00,51630.00,51797.50,51801.10,51797.50,7898.00,61376.90,154905.00,8130.00,51152.75
BANKNIFTY,29-Aug-2024,27-Nov-2024,52050.00,52239.95,51848.45,52087.35,52099.00,52087.35,1405.00,10976.63,7230.00,7230.00,51152.75
BANKNIFTY,30-Aug-2024,25-Sep-2024,51500.50,51729.00,51500.50,51663.10,51651.30,51663.10,97937.00,758970.81,2361285.00,-34845.00,51351.00
BANKNIFTY,30-Aug-2024,30-Oct-2024,51939.95,52016.60,51878.00,51959.15,51935.00,51959.15,5843.00,45536.48,151065.00,-3840.00,51351.00
BANKNIFTY,30-Aug-2024,27-Nov-2024,52200.00,52317.95,52179.20,52255.95,52261.10,52255.95,1580.00,12383.32,13290.00,6060.00,51351.00
BANKNIFTY,02-Sep-2024,25-Sep-2024,51755.05,51820.00,51519.35,51650.70,51638.00,51650.70,103756.00,803768.22,2362785.00,1500.00,-
BANKNIFTY,02-Sep-2024,30-Oct-2024,51959.00,52149.85,51840.00,51949.40,51950.00,51949.40,4600.00,35840.49,153945.00,2880.00,-
BANKNIFTY,02-Sep-2024,27-Nov-2024,52300.00,52322.75,52143.70,52253.35,52245.00,52253.35,1689.00,13234.76,16170.00,2880.00,-
BANKNIFTY,03-Sep-2024,25-Sep-2024,51646.00,51885.00,51525.00,51834.10,51845.20,51834.10,110967.00,861137.23,2360715.00,-2070.00,51689.10
BANKNIFTY,03-Sep-2024,30-Oct-2024,51959.00,52180.00,51822.25,52138.30,52155.00,52138.30,5941.00,46357.39,162810.00,8865.00,51689.10
BANKNIFTY,03-Sep-2024,27-Nov-2024,52200.05,52469.95,52150.00,52425.20,52443.00,52425.20,1645.00,12910.66,18435.00,2265.00,51689.10
BANKNIFTY,04-Sep-2024,25-Sep-2024,51535.35,51703.95,51535.35,51607.60,51595.00,51607.60,108184.00,837747.93,2407365.00,46650.00,51400.25
BANKNIFTY,04-Sep-2024,30-Oct-2024,51900.00,52013.00,51859.00,51916.60,51902.00,51916.60,6101.00,47527.05,177465.00,14655.00,51400.25
BANKNIFTY,04-Sep-2024,27-Nov-2024,52260.00,52319.30,52160.05,52229.80,52220.00,52229.80,1549.00,12136.48,25650.00,7215.00,51400.25
BANKNIFTY,05-Sep-2024,25-Sep-2024,51675.00,51775.00,51641.05,51727.60,51712.00,51727.60,58702.00,455396.62,2368770.00,-38595.00,51473.05
BANKNIFTY,05-Sep-2024,30-Oct-2024,51925.15,52075.00,51925.15,52029.45,52018.00,52029.45,3696.00,28843.21,177120.00,-345.00,51473.05
BANKNIFTY,05-Sep-2024,27-Nov-2024,52348.65,52379.95,52266.05,52340.20,52330.00,52340.20,1035.00,8124.65,25065.00,-585.00,51473.05
BANKNIFTY,06-Sep-2024,25-Sep-2024,51530.00,51670.00,50610.00,50781.40,50767.85,50781.40,189018.00,1449215.28,2516595.00,147825.00,50576.85
